日期,SKU编号,商品名称,销量,单价,销售额,活动标记
2025-12-06,C001,化妆棉200片,13,19.0,247.0,日常
2025-12-06,C002,唇膜5g,8,45.0,360.0,日常
2025-12-06,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-06,C004,发膜200ml,4,55.0,220.0,日常
2025-12-06,C005,沐浴球,3,15.0,45.0,日常
2025-12-07,A001,爆款玻尿酸面膜,345,89.0,30705.0,日常
2025-12-07,A002,美白精华液30ml,150,199.0,29850.0,日常
2025-12-07,A003,氨基酸洁面乳120g,105,69.0,7245.0,日常
2025-12-07,A004,烟酰胺原液15ml,95,149.0,14155.0,日常
2025-12-07,A005,防晒霜SPF50+ 50ml,38,129.0,4902.0,日常
2025-12-07,B001,补水面膜10片装,51,59.0,3009.0,日常
2025-12-07,B002,眼霜15ml,41,169.0,6929.0,日常
2025-12-07,B003,身体乳250ml,24,79.0,1896.0,日常
2025-12-07,B004,卸妆水500ml,21,49.0,1029.0,日常
2025-12-07,B005,护手霜50g,33,35.0,1155.0,日常
2025-12-07,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-07,C002,唇膜5g,8,45.0,360.0,日常
2025-12-07,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-07,C004,发膜200ml,5,55.0,275.0,日常
2025-12-07,C005,沐浴球,3,15.0,45.0,日常
2025-12-08,A001,爆款玻尿酸面膜,315,89.0,28035.0,日常
2025-12-08,A002,美白精华液30ml,102,199.0,20298.0,日常
2025-12-08,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2025-12-08,A004,烟酰胺原液15ml,102,149.0,15198.0,日常
2025-12-08,A005,防晒霜SPF50+ 50ml,31,129.0,3999.0,日常
2025-12-08,B001,补水面膜10片装,46,59.0,2714.0,日常
2025-12-08,B002,眼霜15ml,31,169.0,5239.0,日常
2025-12-08,B003,身体乳250ml,27,79.0,2133.0,日常
2025-12-08,B004,卸妆水500ml,20,49.0,980.0,日常
2025-12-08,B005,护手霜50g,39,35.0,1365.0,日常
2025-12-08,C001,化妆棉200片,11,19.0,209.0,日常
2025-12-08,C002,唇膜5g,8,45.0,360.0,日常
2025-12-08,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-08,C004,发膜200ml,4,55.0,220.0,日常
2025-12-08,C005,沐浴球,3,15.0,45.0,日常
2025-12-09,A001,爆款玻尿酸面膜,340,89.0,30260.0,日常
2025-12-09,A002,美白精华液30ml,116,199.0,23084.0,日常
2025-12-09,A003,氨基酸洁面乳120g,81,69.0,5589.0,日常
2025-12-09,A004,烟酰胺原液15ml,101,149.0,15049.0,日常
2025-12-09,A005,防晒霜SPF50+ 50ml,29,129.0,3741.0,日常
2025-12-09,B001,补水面膜10片装,42,59.0,2478.0,日常
2025-12-09,B002,眼霜15ml,29,169.0,4901.0,日常
2025-12-09,B003,身体乳250ml,24,79.0,1896.0,日常
2025-12-09,B004,卸妆水500ml,21,49.0,1029.0,日常
2025-12-09,B005,护手霜50g,37,35.0,1295.0,日常
2025-12-09,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-09,C002,唇膜5g,8,45.0,360.0,日常
2025-12-09,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-09,C004,发膜200ml,4,55.0,220.0,日常
2025-12-09,C005,沐浴球,2,15.0,30.0,日常
2025-12-10,A001,爆款玻尿酸面膜,253,89.0,22517.0,日常
2025-12-10,A002,美白精华液30ml,123,199.0,24477.0,日常
2025-12-10,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2025-12-10,A004,烟酰胺原液15ml,78,149.0,11622.0,日常
2025-12-10,A005,防晒霜SPF50+ 50ml,32,129.0,4128.0,日常
2025-12-10,B001,补水面膜10片装,40,59.0,2360.0,日常
2025-12-10,B002,眼霜15ml,30,169.0,5070.0,日常
2025-12-10,B003,身体乳250ml,26,79.0,2054.0,日常
2025-12-10,B004,卸妆水500ml,19,49.0,931.0,日常
2025-12-10,B005,护手霜50g,30,35.0,1050.0,日常
2025-12-10,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-10,C002,唇膜5g,9,45.0,405.0,日常
2025-12-10,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-10,C004,发膜200ml,4,55.0,220.0,日常
2025-12-10,C005,沐浴球,3,15.0,45.0,日常
2025-12-11,A001,爆款玻尿酸面膜,234,89.0,20826.0,日常
2025-12-11,A002,美白精华液30ml,117,199.0,23283.0,日常
2025-12-11,A003,氨基酸洁面乳120g,95,69.0,6555.0,日常
2025-12-11,A004,烟酰胺原液15ml,102,149.0,15198.0,日常
2025-12-11,A005,防晒霜SPF50+ 50ml,33,129.0,4257.0,日常
2025-12-11,B001,补水面膜10片装,47,59.0,2773.0,日常
2025-12-11,B002,眼霜15ml,26,169.0,4394.0,日常
2025-12-11,B003,身体乳250ml,26,79.0,2054.0,日常
2025-12-11,B004,卸妆水500ml,18,49.0,882.0,日常
2025-12-11,B005,护手霜50g,32,35.0,1120.0,日常
2025-12-11,C001,化妆棉200片,10,19.0,190.0,日常
2025-12-11,C002,唇膜5g,8,45.0,360.0,日常
2025-12-11,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-11,C004,发膜200ml,4,55.0,220.0,日常
2025-12-11,C005,沐浴球,2,15.0,30.0,日常
2025-12-12,A001,爆款玻尿酸面膜,509,75.6,38480.4,双12
2025-12-12,A002,美白精华液30ml,357,169.2,60404.4,双12
2025-12-12,A003,氨基酸洁面乳120g,173,58.6,10137.8,双12
2025-12-12,A004,烟酰胺原液15ml,182,126.6,23041.2,双12
2025-12-12,A005,防晒霜SPF50+ 50ml,62,109.6,6795.2,双12
2025-12-12,B001,补水面膜10片装,71,50.1,3557.1,双12
2025-12-12,B002,眼霜15ml,63,143.7,9053.1,双12
2025-12-12,B003,身体乳250ml,45,67.1,3019.5,双12
2025-12-12,B004,卸妆水500ml,35,41.6,1456.0,双12
2025-12-12,B005,护手霜50g,73,29.8,2175.4,双12
2025-12-12,C001,化妆棉200片,16,16.1,257.6,双12
2025-12-12,C002,唇膜5g,11,38.2,420.2,双12
2025-12-12,C003,指甲油12ml,7,24.6,172.2,双12
2025-12-12,C004,发膜200ml,5,46.8,234.0,双12
2025-12-12,C005,沐浴球,4,12.8,51.2,双12
2025-12-13,A001,爆款玻尿酸面膜,715,75.6,54054.0,双12
2025-12-13,A002,美白精华液30ml,292,169.2,49406.4,双12
2025-12-13,A003,氨基酸洁面乳120g,240,58.6,14064.0,双12
2025-12-13,A004,烟酰胺原液15ml,223,126.6,28231.8,双12
2025-12-13,A005,防晒霜SPF50+ 50ml,70,109.6,7672.0,双12
2025-12-13,B001,补水面膜10片装,90,50.1,4509.0,双12
2025-12-13,B002,眼霜15ml,69,143.7,9915.3,双12
2025-12-13,B003,身体乳250ml,48,67.1,3220.8,双12
2025-12-13,B004,卸妆水500ml,46,41.6,1913.6,双12
2025-12-13,B005,护手霜50g,67,29.8,1996.6,双12
2025-12-13,C001,化妆棉200片,23,16.1,370.3,双12
2025-12-13,C002,唇膜5g,16,38.2,611.2,双12
2025-12-13,C003,指甲油12ml,6,24.6,147.6,双12
2025-12-13,C004,发膜200ml,7,46.8,327.6,双12
2025-12-13,C005,沐浴球,5,12.8,64.0,双12
2025-12-14,A001,爆款玻尿酸面膜,816,75.6,61689.6,双12
2025-12-14,A002,美白精华液30ml,271,169.2,45853.2,双12
2025-12-14,A003,氨基酸洁面乳120g,295,58.6,17287.0,双12
2025-12-14,A004,烟酰胺原液15ml,165,126.6,20889.0,双12
2025-12-14,A005,防晒霜SPF50+ 50ml,71,109.6,7781.6,双12
2025-12-14,B001,补水面膜10片装,89,50.1,4458.9,双12
2025-12-14,B002,眼霜15ml,64,143.7,9196.8,双12
2025-12-14,B003,身体乳250ml,49,67.1,3287.9,双12
2025-12-14,B004,卸妆水500ml,37,41.6,1539.2,双12
2025-12-14,B005,护手霜50g,54,29.8,1609.2,双12
2025-12-14,C001,化妆棉200片,21,16.1,338.1,双12
2025-12-14,C002,唇膜5g,11,38.2,420.2,双12
2025-12-14,C003,指甲油12ml,7,24.6,172.2,双12
2025-12-14,C004,发膜200ml,7,46.8,327.6,双12
2025-12-14,C005,沐浴球,5,12.8,64.0,双12
2025-12-15,A001,爆款玻尿酸面膜,331,89.0,29459.0,日常
2025-12-15,A002,美白精华液30ml,104,199.0,20696.0,日常
2025-12-15,A003,氨基酸洁面乳120g,101,69.0,6969.0,日常
2025-12-15,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2025-12-15,A005,防晒霜SPF50+ 50ml,28,129.0,3612.0,日常
2025-12-15,B001,补水面膜10片装,41,59.0,2419.0,日常
2025-12-15,B002,眼霜15ml,29,169.0,4901.0,日常
2025-12-15,B003,身体乳250ml,28,79.0,2212.0,日常
2025-12-15,B004,卸妆水500ml,18,49.0,882.0,日常
2025-12-15,B005,护手霜50g,36,35.0,1260.0,日常
2025-12-15,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-15,C002,唇膜5g,9,45.0,405.0,日常
2025-12-15,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-15,C004,发膜200ml,4,55.0,220.0,日常
2025-12-15,C005,沐浴球,2,15.0,30.0,日常
2025-12-16,A001,爆款玻尿酸面膜,244,89.0,21716.0,日常
2025-12-16,A002,美白精华液30ml,130,199.0,25870.0,日常
2025-12-16,A003,氨基酸洁面乳120g,94,69.0,6486.0,日常
2025-12-16,A004,烟酰胺原液15ml,91,149.0,13559.0,日常
2025-12-16,A005,防晒霜SPF50+ 50ml,27,129.0,3483.0,日常
2025-12-16,B001,补水面膜10片装,44,59.0,2596.0,日常
2025-12-16,B002,眼霜15ml,27,169.0,4563.0,日常
2025-12-16,B003,身体乳250ml,26,79.0,2054.0,日常
2025-12-16,B004,卸妆水500ml,19,49.0,931.0,日常
2025-12-16,B005,护手霜50g,41,35.0,1435.0,日常
2025-12-16,C001,化妆棉200片,11,19.0,209.0,日常
2025-12-16,C002,唇膜5g,9,45.0,405.0,日常
2025-12-16,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-16,C004,发膜200ml,4,55.0,220.0,日常
2025-12-16,C005,沐浴球,2,15.0,30.0,日常
2025-12-17,A001,爆款玻尿酸面膜,339,89.0,30171.0,日常
2025-12-17,A002,美白精华液30ml,131,199.0,26069.0,日常
2025-12-17,A003,氨基酸洁面乳120g,98,69.0,6762.0,日常
2025-12-17,A004,烟酰胺原液15ml,90,149.0,13410.0,日常
2025-12-17,A005,防晒霜SPF50+ 50ml,26,129.0,3354.0,日常
2025-12-17,B001,补水面膜10片装,53,59.0,3127.0,日常
2025-12-17,B002,眼霜15ml,34,169.0,5746.0,日常
2025-12-17,B003,身体乳250ml,25,79.0,1975.0,日常
2025-12-17,B004,卸妆水500ml,19,49.0,931.0,日常
2025-12-17,B005,护手霜50g,36,35.0,1260.0,日常
2025-12-17,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-17,C002,唇膜5g,7,45.0,315.0,日常
2025-12-17,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-17,C004,发膜200ml,4,55.0,220.0,日常
2025-12-17,C005,沐浴球,3,15.0,45.0,日常
2025-12-18,A001,爆款玻尿酸面膜,320,89.0,28480.0,日常
2025-12-18,A002,美白精华液30ml,119,199.0,23681.0,日常
2025-12-18,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2025-12-18,A004,烟酰胺原液15ml,81,149.0,12069.0,日常
2025-12-18,A005,防晒霜SPF50+ 50ml,24,129.0,3096.0,日常
2025-12-18,B001,补水面膜10片装,53,59.0,3127.0,日常
2025-12-18,B002,眼霜15ml,31,169.0,5239.0,日常
2025-12-18,B003,身体乳250ml,28,79.0,2212.0,日常
2025-12-18,B004,卸妆水500ml,18,49.0,882.0,日常
2025-12-18,B005,护手霜50g,39,35.0,1365.0,日常
2025-12-18,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-18,C002,唇膜5g,9,45.0,405.0,日常
2025-12-18,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-18,C004,发膜200ml,4,55.0,220.0,日常
2025-12-18,C005,沐浴球,3,15.0,45.0,日常
2025-12-19,A001,爆款玻尿酸面膜,297,89.0,26433.0,日常
2025-12-19,A002,美白精华液30ml,128,199.0,25472.0,日常
2025-12-19,A003,氨基酸洁面乳120g,114,69.0,7866.0,日常
2025-12-19,A004,烟酰胺原液15ml,104,149.0,15496.0,日常
2025-12-19,A005,防晒霜SPF50+ 50ml,30,129.0,3870.0,日常
2025-12-19,B001,补水面膜10片装,52,59.0,3068.0,日常
2025-12-19,B002,眼霜15ml,20,169.0,3380.0,日常
2025-12-19,B003,身体乳250ml,24,79.0,1896.0,日常
2025-12-19,B004,卸妆水500ml,20,49.0,980.0,日常
2025-12-19,B005,护手霜50g,37,35.0,1295.0,日常
2025-12-19,C001,化妆棉200片,13,19.0,247.0,日常
2025-12-19,C002,唇膜5g,8,45.0,360.0,日常
2025-12-19,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-19,C004,发膜200ml,4,55.0,220.0,日常
2025-12-19,C005,沐浴球,3,15.0,45.0,日常
2025-12-20,A001,爆款玻尿酸面膜,385,89.0,34265.0,日常
2025-12-20,A002,美白精华液30ml,165,199.0,32835.0,日常
2025-12-20,A003,氨基酸洁面乳120g,111,69.0,7659.0,日常
2025-12-20,A004,烟酰胺原液15ml,95,149.0,14155.0,日常
2025-12-20,A005,防晒霜SPF50+ 50ml,36,129.0,4644.0,日常
2025-12-20,B001,补水面膜10片装,52,59.0,3068.0,日常
2025-12-20,B002,眼霜15ml,33,169.0,5577.0,日常
2025-12-20,B003,身体乳250ml,29,79.0,2291.0,日常
2025-12-20,B004,卸妆水500ml,20,49.0,980.0,日常
2025-12-20,B005,护手霜50g,34,35.0,1190.0,日常
2025-12-20,C001,化妆棉200片,13,19.0,247.0,日常
2025-12-20,C002,唇膜5g,7,45.0,315.0,日常
2025-12-20,C003,指甲油12ml,6,29.0,174.0,日常
2025-12-20,C004,发膜200ml,5,55.0,275.0,日常
2025-12-20,C005,沐浴球,3,15.0,45.0,日常
2025-12-21,A001,爆款玻尿酸面膜,265,89.0,23585.0,日常
2025-12-21,A002,美白精华液30ml,150,199.0,29850.0,日常
2025-12-21,A003,氨基酸洁面乳120g,114,69.0,7866.0,日常
2025-12-21,A004,烟酰胺原液15ml,101,149.0,15049.0,日常
2025-12-21,A005,防晒霜SPF50+ 50ml,28,129.0,3612.0,日常
2025-12-21,B001,补水面膜10片装,40,59.0,2360.0,日常
2025-12-21,B002,眼霜15ml,40,169.0,6760.0,日常
2025-12-21,B003,身体乳250ml,28,79.0,2212.0,日常
2025-12-21,B004,卸妆水500ml,23,49.0,1127.0,日常
2025-12-21,B005,护手霜50g,38,35.0,1330.0,日常
2025-12-21,C001,化妆棉200片,14,19.0,266.0,日常
2025-12-21,C002,唇膜5g,7,45.0,315.0,日常
2025-12-21,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-21,C004,发膜200ml,4,55.0,220.0,日常
2025-12-21,C005,沐浴球,3,15.0,45.0,日常
2025-12-22,A001,爆款玻尿酸面膜,270,89.0,24030.0,日常
2025-12-22,A002,美白精华液30ml,97,199.0,19303.0,日常
2025-12-22,A003,氨基酸洁面乳120g,91,69.0,6279.0,日常
2025-12-22,A004,烟酰胺原液15ml,81,149.0,12069.0,日常
2025-12-22,A005,防晒霜SPF50+ 50ml,25,129.0,3225.0,日常
2025-12-22,B001,补水面膜10片装,44,59.0,2596.0,日常
2025-12-22,B002,眼霜15ml,29,169.0,4901.0,日常
2025-12-22,B003,身体乳250ml,23,79.0,1817.0,日常
2025-12-22,B004,卸妆水500ml,24,49.0,1176.0,日常
2025-12-22,B005,护手霜50g,36,35.0,1260.0,日常
2025-12-22,C001,化妆棉200片,14,19.0,266.0,日常
2025-12-22,C002,唇膜5g,7,45.0,315.0,日常
2025-12-22,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-22,C004,发膜200ml,4,55.0,220.0,日常
2025-12-22,C005,沐浴球,2,15.0,30.0,日常
2025-12-23,A001,爆款玻尿酸面膜,271,89.0,24119.0,日常
2025-12-23,A002,美白精华液30ml,168,199.0,33432.0,日常
2025-12-23,A003,氨基酸洁面乳120g,92,69.0,6348.0,日常
2025-12-23,A004,烟酰胺原液15ml,93,149.0,13857.0,日常
2025-12-23,A005,防晒霜SPF50+ 50ml,29,129.0,3741.0,日常
2025-12-23,B001,补水面膜10片装,49,59.0,2891.0,日常
2025-12-23,B002,眼霜15ml,26,169.0,4394.0,日常
2025-12-23,B003,身体乳250ml,22,79.0,1738.0,日常
2025-12-23,B004,卸妆水500ml,22,49.0,1078.0,日常
2025-12-23,B005,护手霜50g,34,35.0,1190.0,日常
2025-12-23,C001,化妆棉200片,8,19.0,152.0,日常
2025-12-23,C002,唇膜5g,8,45.0,360.0,日常
2025-12-23,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-23,C004,发膜200ml,4,55.0,220.0,日常
2025-12-23,C005,沐浴球,3,15.0,45.0,日常
2025-12-24,A001,爆款玻尿酸面膜,307,89.0,27323.0,日常
2025-12-24,A002,美白精华液30ml,126,199.0,25074.0,日常
2025-12-24,A003,氨基酸洁面乳120g,100,69.0,6900.0,日常
2025-12-24,A004,烟酰胺原液15ml,76,149.0,11324.0,日常
2025-12-24,A005,防晒霜SPF50+ 50ml,27,129.0,3483.0,日常
2025-12-24,B001,补水面膜10片装,40,59.0,2360.0,日常
2025-12-24,B002,眼霜15ml,24,169.0,4056.0,日常
2025-12-24,B003,身体乳250ml,28,79.0,2212.0,日常
2025-12-24,B004,卸妆水500ml,21,49.0,1029.0,日常
2025-12-24,B005,护手霜50g,35,35.0,1225.0,日常
2025-12-24,C001,化妆棉200片,11,19.0,209.0,日常
2025-12-24,C002,唇膜5g,7,45.0,315.0,日常
2025-12-24,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-24,C004,发膜200ml,5,55.0,275.0,日常
2025-12-24,C005,沐浴球,3,15.0,45.0,日常
2025-12-25,A001,爆款玻尿酸面膜,357,89.0,31773.0,日常
2025-12-25,A002,美白精华液30ml,110,199.0,21890.0,日常
2025-12-25,A003,氨基酸洁面乳120g,94,69.0,6486.0,日常
2025-12-25,A004,烟酰胺原液15ml,75,149.0,11175.0,日常
2025-12-25,A005,防晒霜SPF50+ 50ml,25,129.0,3225.0,日常
2025-12-25,B001,补水面膜10片装,44,59.0,2596.0,日常
2025-12-25,B002,眼霜15ml,28,169.0,4732.0,日常
2025-12-25,B003,身体乳250ml,24,79.0,1896.0,日常
2025-12-25,B004,卸妆水500ml,15,49.0,735.0,日常
2025-12-25,B005,护手霜50g,34,35.0,1190.0,日常
2025-12-25,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-25,C002,唇膜5g,8,45.0,360.0,日常
2025-12-25,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-25,C004,发膜200ml,3,55.0,165.0,日常
2025-12-25,C005,沐浴球,3,15.0,45.0,日常
2025-12-26,A001,爆款玻尿酸面膜,274,89.0,24386.0,日常
2025-12-26,A002,美白精华液30ml,147,199.0,29253.0,日常
2025-12-26,A003,氨基酸洁面乳120g,96,69.0,6624.0,日常
2025-12-26,A004,烟酰胺原液15ml,83,149.0,12367.0,日常
2025-12-26,A005,防晒霜SPF50+ 50ml,28,129.0,3612.0,日常
2025-12-26,B001,补水面膜10片装,37,59.0,2183.0,日常
2025-12-26,B002,眼霜15ml,33,169.0,5577.0,日常
2025-12-26,B003,身体乳250ml,32,79.0,2528.0,日常
2025-12-26,B004,卸妆水500ml,15,49.0,735.0,日常
2025-12-26,B005,护手霜50g,32,35.0,1120.0,日常
2025-12-26,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-26,C002,唇膜5g,7,45.0,315.0,日常
2025-12-26,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-26,C004,发膜200ml,5,55.0,275.0,日常
2025-12-26,C005,沐浴球,3,15.0,45.0,日常
2025-12-27,A001,爆款玻尿酸面膜,424,89.0,37736.0,日常
2025-12-27,A002,美白精华液30ml,144,199.0,28656.0,日常
2025-12-27,A003,氨基酸洁面乳120g,108,69.0,7452.0,日常
2025-12-27,A004,烟酰胺原液15ml,105,149.0,15645.0,日常
2025-12-27,A005,防晒霜SPF50+ 50ml,31,129.0,3999.0,日常
2025-12-27,B001,补水面膜10片装,61,59.0,3599.0,日常
2025-12-27,B002,眼霜15ml,36,169.0,6084.0,日常
2025-12-27,B003,身体乳250ml,28,79.0,2212.0,日常
2025-12-27,B004,卸妆水500ml,21,49.0,1029.0,日常
2025-12-27,B005,护手霜50g,34,35.0,1190.0,日常
2025-12-27,C001,化妆棉200片,14,19.0,266.0,日常
2025-12-27,C002,唇膜5g,7,45.0,315.0,日常
2025-12-27,C003,指甲油12ml,5,29.0,145.0,日常
2025-12-27,C004,发膜200ml,4,55.0,220.0,日常
2025-12-27,C005,沐浴球,3,15.0,45.0,日常
2025-12-28,A001,爆款玻尿酸面膜,382,89.0,33998.0,日常
2025-12-28,A002,美白精华液30ml,157,199.0,31243.0,日常
2025-12-28,A003,氨基酸洁面乳120g,110,69.0,7590.0,日常
2025-12-28,A004,烟酰胺原液15ml,93,149.0,13857.0,日常
2025-12-28,A005,防晒霜SPF50+ 50ml,33,129.0,4257.0,日常
2025-12-28,B001,补水面膜10片装,52,59.0,3068.0,日常
2025-12-28,B002,眼霜15ml,35,169.0,5915.0,日常
2025-12-28,B003,身体乳250ml,27,79.0,2133.0,日常
2025-12-28,B004,卸妆水500ml,19,49.0,931.0,日常
2025-12-28,B005,护手霜50g,39,35.0,1365.0,日常
2025-12-28,C001,化妆棉200片,16,19.0,304.0,日常
2025-12-28,C002,唇膜5g,11,45.0,495.0,日常
2025-12-28,C003,指甲油12ml,6,29.0,174.0,日常
2025-12-28,C004,发膜200ml,4,55.0,220.0,日常
2025-12-28,C005,沐浴球,4,15.0,60.0,日常
2025-12-29,A001,爆款玻尿酸面膜,266,89.0,23674.0,日常
2025-12-29,A002,美白精华液30ml,113,199.0,22487.0,日常
2025-12-29,A003,氨基酸洁面乳120g,102,69.0,7038.0,日常
2025-12-29,A004,烟酰胺原液15ml,74,149.0,11026.0,日常
2025-12-29,A005,防晒霜SPF50+ 50ml,32,129.0,4128.0,日常
2025-12-29,B001,补水面膜10片装,45,59.0,2655.0,日常
2025-12-29,B002,眼霜15ml,30,169.0,5070.0,日常
2025-12-29,B003,身体乳250ml,23,79.0,1817.0,日常
2025-12-29,B004,卸妆水500ml,21,49.0,1029.0,日常
2025-12-29,B005,护手霜50g,35,35.0,1225.0,日常
2025-12-29,C001,化妆棉200片,11,19.0,209.0,日常
2025-12-29,C002,唇膜5g,8,45.0,360.0,日常
2025-12-29,C003,指甲油12ml,3,29.0,87.0,日常
2025-12-29,C004,发膜200ml,4,55.0,220.0,日常
2025-12-29,C005,沐浴球,3,15.0,45.0,日常
2025-12-30,A001,爆款玻尿酸面膜,267,89.0,23763.0,日常
2025-12-30,A002,美白精华液30ml,127,199.0,25273.0,日常
2025-12-30,A003,氨基酸洁面乳120g,103,69.0,7107.0,日常
2025-12-30,A004,烟酰胺原液15ml,80,149.0,11920.0,日常
2025-12-30,A005,防晒霜SPF50+ 50ml,29,129.0,3741.0,日常
2025-12-30,B001,补水面膜10片装,45,59.0,2655.0,日常
2025-12-30,B002,眼霜15ml,30,169.0,5070.0,日常
2025-12-30,B003,身体乳250ml,29,79.0,2291.0,日常
2025-12-30,B004,卸妆水500ml,18,49.0,882.0,日常
2025-12-30,B005,护手霜50g,38,35.0,1330.0,日常
2025-12-30,C001,化妆棉200片,10,19.0,190.0,日常
2025-12-30,C002,唇膜5g,8,45.0,360.0,日常
2025-12-30,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-30,C004,发膜200ml,4,55.0,220.0,日常
2025-12-30,C005,沐浴球,3,15.0,45.0,日常
2025-12-31,A001,爆款玻尿酸面膜,368,89.0,32752.0,日常
2025-12-31,A002,美白精华液30ml,125,199.0,24875.0,日常
2025-12-31,A003,氨基酸洁面乳120g,88,69.0,6072.0,日常
2025-12-31,A004,烟酰胺原液15ml,99,149.0,14751.0,日常
2025-12-31,A005,防晒霜SPF50+ 50ml,30,129.0,3870.0,日常
2025-12-31,B001,补水面膜10片装,46,59.0,2714.0,日常
2025-12-31,B002,眼霜15ml,32,169.0,5408.0,日常
2025-12-31,B003,身体乳250ml,29,79.0,2291.0,日常
2025-12-31,B004,卸妆水500ml,15,49.0,735.0,日常
2025-12-31,B005,护手霜50g,33,35.0,1155.0,日常
2025-12-31,C001,化妆棉200片,12,19.0,228.0,日常
2025-12-31,C002,唇膜5g,7,45.0,315.0,日常
2025-12-31,C003,指甲油12ml,4,29.0,116.0,日常
2025-12-31,C004,发膜200ml,4,55.0,220.0,日常
2025-12-31,C005,沐浴球,3,15.0,45.0,日常
2026-01-01,A001,爆款玻尿酸面膜,284,89.0,25276.0,日常
2026-01-01,A002,美白精华液30ml,122,199.0,24278.0,日常
2026-01-01,A003,氨基酸洁面乳120g,93,69.0,6417.0,日常
2026-01-01,A004,烟酰胺原液15ml,88,149.0,13112.0,日常
2026-01-01,A005,防晒霜SPF50+ 50ml,35,129.0,4515.0,日常
2026-01-01,B001,补水面膜10片装,45,59.0,2655.0,日常
2026-01-01,B002,眼霜15ml,35,169.0,5915.0,日常
2026-01-01,B003,身体乳250ml,29,79.0,2291.0,日常
2026-01-01,B004,卸妆水500ml,21,49.0,1029.0,日常
2026-01-01,B005,护手霜50g,30,35.0,1050.0,日常
2026-01-01,C001,化妆棉200片,12,19.0,228.0,日常
2026-01-01,C002,唇膜5g,7,45.0,315.0,日常
2026-01-01,C003,指甲油12ml,5,29.0,145.0,日常
2026-01-01,C004,发膜200ml,4,55.0,220.0,日常
2026-01-01,C005,沐浴球,3,15.0,45.0,日常
2026-01-02,A001,爆款玻尿酸面膜,322,89.0,28658.0,日常
2026-01-02,A002,美白精华液30ml,127,199.0,25273.0,日常
2026-01-02,A003,氨基酸洁面乳120g,93,69.0,6417.0,日常
2026-01-02,A004,烟酰胺原液15ml,78,149.0,11622.0,日常
2026-01-02,A005,防晒霜SPF50+ 50ml,28,129.0,3612.0,日常
2026-01-02,B001,补水面膜10片装,49,59.0,2891.0,日常
2026-01-02,B002,眼霜15ml,28,169.0,4732.0,日常
2026-01-02,B003,身体乳250ml,25,79.0,1975.0,日常
2026-01-02,B004,卸妆水500ml,21,49.0,1029.0,日常
2026-01-02,B005,护手霜50g,35,35.0,1225.0,日常
2026-01-02,C001,化妆棉200片,10,19.0,190.0,日常
2026-01-02,C002,唇膜5g,7,45.0,315.0,日常
2026-01-02,C003,指甲油12ml,4,29.0,116.0,日常
2026-01-02,C004,发膜200ml,4,55.0,220.0,日常
2026-01-02,C005,沐浴球,3,15.0,45.0,日常
2026-01-03,A001,爆款玻尿酸面膜,379,89.0,33731.0,日常
2026-01-03,A002,美白精华液30ml,172,199.0,34228.0,日常
2026-01-03,A003,氨基酸洁面乳120g,105,69.0,7245.0,日常
2026-01-03,A004,烟酰胺原液15ml,98,149.0,14602.0,日常
2026-01-03,A005,防晒霜SPF50+ 50ml,36,129.0,4644.0,日常
2026-01-03,B001,补水面膜10片装,58,59.0,3422.0,日常
2026-01-03,B002,眼霜15ml,29,169.0,4901.0,日常
2026-01-03,B003,身体乳250ml,32,79.0,2528.0,日常
2026-01-03,B004,卸妆水500ml,23,49.0,1127.0,日常
2026-01-03,B005,护手霜50g,37,35.0,1295.0,日常
2026-01-03,C001,化妆棉200片,13,19.0,247.0,日常
2026-01-03,C002,唇膜5g,9,45.0,405.0,日常
2026-01-03,C003,指甲油12ml,6,29.0,174.0,日常
2026-01-03,C004,发膜200ml,5,55.0,275.0,日常
